LIPID,Mock_0hr_M_1_001,Mock_0hr_M_2_087,Mock_0hr_M_3_045,Mock_0hr_M_4_101,Mock_0hr_M_5_109,Mock_3hr_M_1_035,Mock_3hr_M_2_003,Mock_3hr_M_3_074,Mock_3hr_M_4_013,Mock_3hr_M_5_100,Mock_7hr_M_1_018,Mock_7hr_M_2_038,Mock_7hr_M_3_086,Mock_7hr_M_4_119,Mock_7hr_M_5_076,Mock_12hr_M_1_110,Mock_12hr_M_2_002,Mock_12hr_M_3_075,Mock_12hr_M_4_054,Mock_12hr_M_5_090,Mock_18hr_M_1_082,Mock_18hr_M_2_037,Mock_18hr_M_3_043,Mock_18hr_M_4_115,Mock_18hr_M_5_007,Mock_24hr_M_1_069,Mock_24hr_M_2_081,Mock_24hr_M_3_060,Mock_24hr_M_4_004,Mock_24hr_M_5_111,FM_0hr_M_1_099,FM_0hr_M_2_073,FM_0hr_M_3_011,FM_0hr_M_4_027,FM_0hr_M_5_051,FM_3hr_M_1_107,FM_3hr_M_2_044,FM_3hr_M_3_080,FM_3hr_M_4_012,FM_3hr_M_5_049,FM_7hr_M_1_046,FM_7hr_M_2_070,FM_7hr_M_3_010,FM_7hr_M_4_088,FM_7hr_M_5_097,FM_12hr_M_1_031,FM_12hr_M_2_094,FM_12hr_M_3_068,FM_12hr_M_4_117,FM_12hr_M_5_028,FM_18hr_M_1_103,FM_18hr_M_2_093,FM_18hr_M_3_056,FM_18hr_M_4_019,FM_18hr_M_5_084,FM_24hr_M_1_114,FM_24hr_M_2_030,FM_24hr_M_3_091,FM_24hr_M_4_067,FM_24hr_M_5_041,AH1_0hr_M_1_089,AH1_0hr_M_2_039,AH1_0hr_M_3_098,AH1_0hr_M_4_006,AH1_0hr_M_5_014,AH1_3hr_M_1_022,AH1_3hr_M_2_059,AH1_3hr_M_3_083,AH1_3hr_M_5_116,AH1_7hr_M_1_020,AH1_7hr_M_2_061,AH1_7hr_M_3_120,AH1_7hr_M_4_047,AH1_7hr_M_5_050,AH1_12hr_M_1_029,AH1_12hr_M_2_036,AH1_12hr_M_3_085,AH1_12hr_M_4_108,AH1_12hr_M_5_066,AH1_18hr_M_1_025,AH1_18hr_M_2_077,AH1_18hr_M_3_113,AH1_18hr_M_4_040,AH1_18hr_M_5_064,AH1_24hr_M_1_017,AH1_24hr_M_2_092,AH1_24hr_M_3_063,AH1_24hr_M_4_112,AH1_24hr_M_5_057,691_0hr_M_1_062,691_0hr_M_2_015,691_0hr_M_3_095,691_0hr_M_4_032,691_0hr_M_5_058,691_3hr_M_1_023,691_3hr_M_2_021,691_3hr_M_3_118,691_3hr_M_4_034,691_3hr_M_5_065,691_7hr_M_1_016,691_7hr_M_2_055,691_7hr_M_3_078,691_7hr_M_4_026,691_7hr_M_5_102,691_12hr_M_1_052,691_12hr_M_2_008,691_12hr_M_3_005,691_12hr_M_4_072,691_12hr_M_5_105,691_18hr_M_1_042,691_18hr_M_2_096,691_18hr_M_3_053,691_18hr_M_4_009,691_18hr_M_5_079,691_24hr_M_1_104,691_24hr_M_2_071,691_24hr_M_3_033,691_24hr_M_4_024,691_24hr_M_5_048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG(16:0/16:0/16:0),18.75088997,19.26162181,19.42389842,19.37724044,20.50788548,18.68662606,19.95293195,18.63777069,18.97754795,19.86194939,19.50294812,19.42288991,20.4909888,20.44075394,19.46298168,18.44832038,19.37305407,20.1220734,18.97369085,19.14608326,19.29751088,19.84072098,19.57116694,19.18668781,19.67858467,19.06327008,19.69374922,18.43500647,19.12473268,18.83911017,20.80947566,19.07575285,19.45117409,21.07311952,17.81053696,18.68971864,18.58912584,18.88357433,19.52260814,18.97844567,20.18866992,19.30502319,19.39934577,19.281238,19.13301136,18.57242334,19.84769653,19.33400406,20.59429952,19.2513457,18.70780683,18.76889215,19.35165301,19.15369292,19.93565426,19.6273713,18.38069643,19.31351484,20.04229474,20.1271909,20.85307882,19.73038912,19.4051955,19.23275143,19.67208247,18.88581614,19.69869243,19.11836195,19.0455928,19.25958395,19.02226213,18.89521145,18.79117183,20.19697092,20.34781935,20.79237064,18.04181663,19.53300809,18.99894269,19.66445594,20.6327447,19.2620055,18.79887904,20.0606521,18.68990992,15.48203305,19.13282414,17.06531981,19.05809748,19.22960017,19.10734726,20.37506339,19.08359284,19.70597962,19.03841129,19.65935634,20.33069729,18.86498517,19.29475632,19.32561829,20.55698457,19.32020524,19.65503041,18.84501675,18.9803993,19.14520245,20.05213075,19.46228554,20.09697065,19.34302194,19.93013507,18.68971864,19.25855483,19.61939316,18.17731489,19.51689812,19.15551511,19.52414988,19.72025166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG(16:0/16:0/16:1)_CoE,22.24826883,22.87969936,22.66461814,22.46602353,22.86239752,22.48173099,22.99787352,22.41193892,22.38440028,22.80155076,22.85956529,22.70705199,23.23539202,23.10454921,23.06223436,23.04783106,23.23068358,23.13456743,23.06658761,22.7587489,23.02939776,23.07286087,23.06382297,23.32183394,23.05963607,23.06719056,22.98571705,22.76657481,22.95868133,22.59342482,23.1161199,22.40023934,22.71563214,23.33810773,22.56153019,22.3425517,22.54354177,22.96585605,23.02601842,22.93758288,23.00943031,22.75190187,22.89106034,22.7716576,22.98006278,23.0074049,22.96466977,22.70901997,23.21591957,23.22109166,23.08620172,23.28198467,23.41181037,22.65090078,23.14322869,23.28610693,23.00897712,22.71580736,23.27835734,22.96792153,23.27618293,22.60902414,22.90221314,22.65940342,22.76581303,22.88739109,23.03817201,22.51245706,22.88173093,23.10678472,22.66582944,22.94952829,22.91712546,23.04918943,23.34073265,23.50013383,23.21451857,23.56838555,23.08196987,23.57789678,23.14704651,23.0610769,23.03028456,23.57199751,22.96893302,22.79061334,23.39909052,23.12339334,22.57825075,22.81721452,22.51221488,23.06041732,22.46117198,23.02072486,22.58347401,22.69509203,22.6874989,22.61068184,22.77019944,22.95345968,23.05537235,22.70853006,23.25164648,22.94697497,23.17615446,23.36271213,23.33441097,22.93418744,23.44761622,23.49381235,23.54901088,23.4589813,23.5577617,23.17337109,23.39684985,22.97494817,23.30298554,22.94600191,23.65418144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG(16:0/16:0/18:0),19.2509182,18.35244029,18.35982927,18.59031587,19.61970264,18.09289773,18.57653561,17.86787666,19.58713331,18.91348018,19.62947001,19.81058086,19.66817666,19.77494604,18.32201653,18.80285059,18.12791099,19.26765812,17.6820796,19.37366353,17.72457141,19.34846137,19.81783141,17.92002964,18.83296199,19.38070906,18.43073455,17.18777597,17.91634662,19.21555324,20.18636982,19.64647052,19.22175399,20.59390536,16.8189707,19.14867097,18.6021593,19.16565587,18.55401984,17.91633284,19.14784665,19.66990126,19.32929577,19.68549222,18.14207647,19.01677588,20.14229247,19.59218926,19.65941998,18.06222472,19.08768064,19.01214582,18.29892566,19.18162433,18.76289672,18.44457286,19.04755718,19.13459506,18.47552432,19.32476793,20.06022522,19.21310876,18.49345022,19.62281781,19.74269688,17.69310133,18.64231454,18.06979778,19.42900046,18.04716611,19.35386653,18.75243258,17.6658183,18.92802534,20.28032672,19.88505786,18.74278193,18.09220954,18.95989579,19.65167654,19.26563236,19.63377381,18.68263139,18.80670161,18.71304722,14.53084349,18.8527392,15.8216736,19.04563282,19.36849756,18.68971864,19.39220901,19.40558469,18.63122707,19.57833021,18.55741273,19.41274575,18.38077224,17.51661892,18.8119054,19.76477867,19.27569734,18.54037218,18.26930819,18.91881238,18.14167712,18.85828511,19.81629801,18.64978789,17.95577922,18.58165034,18.4934748,19.92211655,19.80767221,16.61256912,19.57475193,19.33688768,19.78534345,18.58213828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG(16:0/16:0/18:1)_CoE,22.62493093,23.43924358,23.2202455,23.18442841,23.16530833,22.94546541,23.2859426,22.78720912,22.89355198,23.22260261,23.25434027,23.23742545,23.29273797,23.20888587,23.54099505,23.26664745,23.63964657,23.15965841,23.36802477,22.67784955,23.20572053,22.99740864,23.26887196,23.49768378,23.42365096,23.07351547,22.8145304,22.73960777,23.2328563,22.52871914,23.44197577,22.92987319,23.25481195,23.68128028,23.00368634,22.49602855,22.90086138,23.22153102,23.65214927,23.32598526,23.04515313,23.15837147,23.401928,23.08027015,23.36008676,23.13291284,23.52016727,23.07149267,23.45631586,23.49192839,23.30341615,23.50473068,23.51273928,22.58269797,23.02392976,23.62925151,23.21768229,22.71580736,23.35235792,22.91448227,23.60954954,23.24035176,23.35460373,22.99402924,23.41925685,23.45742736,23.20758912,23.02213879,23.20585303,23.52837538,22.88075023,23.13730726,23.23098871,23.34864029,23.84490761,23.61385421,23.36139633,23.92347135,23.25769157,23.82511449,23.34363518,23.11569701,23.15768863,24.03390161,22.96893302,22.59421612,23.31709715,23.20533495,22.49667977,23.22075378,23.01103219,23.38901933,22.86694266,23.73638542,22.90972941,23.41624522,23.21939121,23.12838938,23.1815306,23.41560581,23.2512237,22.62742219,23.64632573,23.142437,23.50491334,23.63040792,23.49766841,23.35307417,23.3399024,23.77392027,23.89124307,23.46962855,23.77058603,23.13803802,23.42584972,23.21861725,23.71220277,19.82291969,23.56225895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG(16:0/16:0/18:3)_CoE,20.1621593,20.45857493,20.14004643,19.9245877,20.30544399,20.49037156,20.88077582,20.53037081,20.51696836,20.70617254,21.37804531,21.13020498,21.43234773,21.44985294,21.45230995,21.93879939,21.7663928,21.73502649,21.59987873,21.52562181,21.61515103,21.76825545,21.56124508,21.72125582,21.38921098,21.36632884,21.39687793,21.55606945,21.32614412,21.31770914,20.38860952,19.93259908,20.07651845,20.60234481,20.12766564,20.51087093,20.91513894,20.9287833,20.82016802,20.98505159,21.40731994,21.18987829,21.117042,21.42339947,21.24368677,21.53986838,21.2538579,21.2345675,21.46258219,21.59400574,21.39809786,21.53770415,21.67224088,21.31386723,21.41388368,21.15687334,21.09224611,21.00372082,21.24509884,21.15089821,20.95022553,20.12142778,20.06823266,20.45280367,20.29683561,20.82205912,21.23039902,20.70688207,20.89011164,21.7080234,21.3098162,21.67289909,21.45369028,21.23409487,21.56364934,21.70011117,21.91833598,21.86835941,21.65835322,21.54653296,21.2608781,21.30779225,21.31914617,21.54221328,21.2340716,21.01812994,21.41756181,21.31918759,20.79141907,20.52952188,20.15754561,20.23790946,20.08183585,20.36261438,20.7064847,20.67223755,20.56340629,20.77819989,20.78065854,21.38326921,21.4408967,21.38221297,21.66448031,21.45759258,21.84839964,21.79419073,21.62410598,21.45232178,21.8582158,21.77375006,21.81482301,21.7682603,21.81069551,21.75062939,21.31844934,21.15994714,21.18839169,21.18088209,21.62486925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG(16:0/16:0/20:4),19.1598201,19.50139281,19.2083891,19.15341619,19.46638536,20.00869111,20.3167201,20.08118819,20.1454065,20.28910167,20.85752251,20.71194189,21.08619906,20.94882786,21.10535339,21.08913895,21.24048069,21.08937602,21.11999576,20.98747826,20.85543259,20.91405795,20.75824346,20.92356505,20.61150598,20.40288357,20.45632166,20.51537489,20.38984079,20.33692573,19.59707512,19.15240225,18.99632003,19.71301277,19.08722541,20.21246011,20.28572296,20.4822709,20.62985516,20.47119112,21.0610969,20.66994081,20.78902204,20.75647575,20.82017175,21.10963785,20.79537631,20.70877139,20.87534433,21.09002411,20.80339936,20.89976871,20.91613805,20.55953132,20.68008981,20.32987578,20.39480622,20.27413535,20.52319185,20.42669357,19.79979248,19.28515002,19.06280804,19.61098528,19.24072462,20.25640688,20.72384817,20.20457951,20.20909918,21.11608106,21.00226749,21.19669005,20.91517699,20.6677758,21.09720214,21.21413254,21.12155957,21.25893976,21.0558,20.8484976,20.58875625,20.69670653,20.64832006,20.90389467,20.50273056,20.26963903,20.8164354,20.6234896,20.06030185,19.79482915,19.12271013,19.52361214,19.16005692,19.44307136,20.23495853,20.06856309,20.06748057,20.13746152,20.36376064,20.91197575,20.96923921,20.8580093,21.21640017,20.86096388,21.1794037,21.17355124,21.10813576,20.99983251,21.30923153,21.13405308,21.14063511,21.08796713,21.27610621,21.01966019,20.60055187,20.33886705,20.52379204,20.43203042,20.82786372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG(16:0/16:1/16:1)_CoE,20.9479068,21.24362486,20.93464608,20.7659142,21.09290195,21.00326786,21.55480812,21.1723021,21.05702912,21.3152888,21.78550952,21.6927352,21.87577579,21.94021665,21.91837069,22.22572929,22.26153027,22.11956552,22.16321123,21.89899683,22.08630766,22.25801004,22.07207356,22.1718584,22.00771242,22.15095955,21.94855301,22.21986821,22.11038009,21.97098456,21.31159524,20.82374149,21.04773439,21.51986076,21.10934578,21.1114675,21.39873381,21.51456337,21.46251607,21.52057603,21.93377485,21.59217151,21.60511348,21.83937009,21.74528397,22.10410523,21.86431785,21.64250521,21.99013887,21.95738134,22.06551117,22.18502664,22.19455052,21.79086629,22.00659616,21.74959424,21.74468018,21.59954365,21.92561585,21.67485647,21.7507671,21.05836801,20.8398628,21.16919818,21.27167984,21.30898967,21.59533528,21.18447434,21.33077265,22.06337029,21.84062993,22.06442895,21.9008392,21.70739184,22.12850264,22.28055429,22.30135606,21.93145258,22.00128808,22.02879058,21.79139919,21.89671088,21.95380827,22.06849362,21.82101444,21.59750602,22.00869536,21.89663892,21.54237584,21.43178818,20.93233221,21.29186524,21.0370112,21.32092032,21.29048577,21.17971938,21.13368029,21.32649557,21.58987995,21.99087291,21.80207011,21.79264654,22.1142723,21.79879022,22.17407051,22.20319105,22.00532532,21.84225542,22.34072249,22.40620601,22.24884899,22.32039644,22.45485553,22.26591345,22.01846007,21.80704157,21.98622128,21.78363949,22.28365418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG(16:0/16:1/18:1)_CoE,22.72349855,23.34782055,23.10137243,22.96967676,23.14309861,22.90137019,23.2859426,22.92934684,22.84770845,23.25323906,23.39759703,23.37531363,23.56021828,23.39733096,23.60916655,23.65245058,23.78707693,23.63259429,23.67343778,23.32911594,23.42993569,23.57265599,23.52262855,23.73687144,23.39149922,23.43707985,23.26047394,23.23085583,23.34833351,23.08246291,23.36864952,22.85322655,23.00687295,23.5161002,22.91772085,22.72084818,23.09817108,23.422064,23.46915286,23.33491838,23.53668877,23.29830173,23.32250485,23.40219825,23.45962243,23.49652178,23.42373048,23.15629137,23.66541146,23.73390118,23.5268488,23.67713337,23.73791414,23.14902072,23.35577332,23.36410944,23.35315185,22.84805516,23.37915798,23.17902814,23.71264303,23.05676181,23.24658063,23.07577828,23.20127296,23.26908052,23.44340206,23.00863779,23.1812564,23.7448672,23.30959353,23.45779754,23.37821466,23.57407157,23.79611617,23.89815723,23.69725701,24.03536423,23.54891344,23.76716714,23.31580097,23.25713388,23.33756093,23.80986134,23.10886328,23.00171995,23.33387286,23.38016875,22.8017048,23.48993489,22.81432852,23.42707264,22.77911451,23.46993111,23.0652435,23.19588518,23.17346031,23.16646019,23.22105896,23.53935922,23.55732683,23.11006664,23.77490994,23.46768522,23.69306545,23.76367445,23.81959651,23.43475797,23.70371458,23.95947593,23.87320914,23.66756793,23.83668051,23.49529919,23.52299088,23.12810496,23.52615559,23.19898265,23.70664886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG(16:0/16:1/18:2)_CoE,20.1621593,20.45857493,20.14004643,19.9245877,20.30544399,20.49037156,20.88077582,20.53037081,20.51696836,20.70617254,21.37804531,21.13020498,21.43234773,21.44985294,21.45230995,21.93879939,21.7663928,21.73502649,21.59987873,21.52562181,21.61515103,21.76825545,21.56124508,21.72125582,21.38921098,21.36632884,21.39687793,21.55606945,21.32614412,21.31770914,20.38860952,19.93259908,20.07651845,20.60234481,20.12766564,20.51087093,20.91513894,20.9287833,20.82016802,20.98505159,21.40731994,21.18987829,21.117042,21.42339947,21.24368677,21.53986838,21.2538579,21.2345675,21.46258219,21.59400574,21.39809786,21.53770415,21.67224088,21.31386723,21.41388368,21.15687334,21.09224611,21.00372082,21.24509884,21.15089821,20.95022553,20.12142778,20.06823266,20.45280367,20.29683561,20.82205912,21.23039902,20.70688207,20.89011164,21.7080234,21.3098162,21.67289909,21.45369028,21.23409487,21.56364934,21.70011117,21.91833598,21.86835941,21.65835322,21.54653296,21.2608781,21.30779225,21.31914617,21.54221328,21.2340716,21.01812994,21.41756181,21.31918759,20.79141907,20.52952188,20.15754561,20.23790946,20.08183585,20.36261438,20.7064847,20.67223755,20.56340629,20.77819989,20.78065854,21.38326921,21.4408967,21.38221297,21.66448031,21.45759258,21.84839964,21.79419073,21.62410598,21.45232178,21.8582158,21.77375006,21.81482301,21.7682603,21.81069551,21.75062939,21.31844934,21.15994714,21.18839169,21.18088209,21.62486925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG(16:0/17:0/18:1),17.83348117,19.00945406,18.93494506,18.484287,18.79483508,18.67098003,19.26580477,18.40777253,18.55395702,18.95950537,18.81028856,18.63314308,19.14994326,19.1465352,19.12261252,19.03496922,19.06182042,19.2736236,19.12917206,18.2341893,18.49455186,19.19079947,18.64084025,18.90251598,18.69654814,18.81110212,18.98491174,18.40587165,18.58808628,18.08005033,19.32685832,18.37309159,18.92901457,19.42708706,18.79837363,17.7716505,18.77140276,19.16814133,19.08163511,18.95963914,19.12741013,18.87598685,19.03327842,18.7502434,18.93811153,18.74942019,19.01876652,18.95720094,19.4848187,19.18638669,18.91350581,18.93099541,19.09918297,18.00552163,19.10649764,19.14591205,18.77855816,18.32054946,19.58930203,19.32728253,19.5061205,18.92863892,19.07564299,18.62986067,19.05769055,18.92059537,19.35338468,18.796842,18.73685835,18.99438297,18.41144777,18.99334636,18.79485196,19.30789766,19.03650549,19.61991122,19.00765918,19.42898386,19.05176704,19.53726523,19.1634181,18.55933112,18.91885596,19.45913207,18.81353619,18.24012256,19.67424064,18.90481878,18.11384717,18.68971864,18.64707899,19.38423949,18.17094956,19.27848306,18.59907016,18.96393759,19.07246109,18.70860684,18.91871531,19.08707276,19.19033591,18.1173755,19.33962545,18.95347568,19.13240176,19.35723913,19.46512329,18.89234802,19.59295681,19.4314736,19.36783941,19.51892987,19.18498466,18.68971864,19.45962574,18.91945187,19.28655626,19.04699267,19.59272672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG(16:0/18:0/18:1),21.07404033,22.50119363,22.337202,22.30328641,22.60569862,22.18208828,22.49680627,21.95968138,22.18387051,22.36991226,22.18238136,22.20967339,22.46293156,22.44187191,22.47722987,22.1791521,22.46186751,22.55586912,22.37556184,21.41153093,22.12089667,22.32852102,22.27663383,22.45925829,22.40884752,22.02250285,22.0771753,21.71477638,22.07929077,21.20581871,22.76186336,22.09336876,22.56455511,22.973576,22.13333274,21.28681577,22.05098295,22.42456826,22.57708853,22.43088146,22.3753731,22.21273929,22.26766874,22.06280466,22.33660411,22.10295643,22.35833517,22.20695392,22.85026532,22.52926954,22.38474184,22.49578676,22.65522973,21.26962307,22.39324364,22.91597175,22.49205989,21.69544221,22.75835028,22.55579562,22.94927583,22.40461164,22.62260275,22.19578857,22.73658496,22.48156623,22.47899648,22.21987104,22.50030715,22.31447351,21.73751977,22.17132903,22.04895639,22.70899904,22.59336676,22.89665253,22.30931332,22.82829701,22.44993517,23.03545681,22.74945415,21.82489065,22.41284684,23.17039364,22.23581881,21.47721222,22.64071162,22.18127728,21.37930342,22.42407069,22.33827565,22.79606431,21.64586677,22.88238405,21.91652482,22.59890419,22.60794596,22.30916555,22.37168398,22.26189778,22.62308179,21.1187065,22.70776746,22.28537224,22.40338236,22.74493798,22.75097734,22.25565382,22.71897594,22.90311095,22.88764188,22.69074702,22.87554959,22.09683499,22.6696158,22.50004733,22.99297827,22.54631528,22.97254292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG(16:0/18:0/20:2)_CoE,21.71088224,23.10815525,22.85032482,22.79525327,22.81233206,22.65392157,22.74229227,22.41241748,22.67413318,22.62994943,22.81128284,22.77750133,22.9360661,22.89809833,23.04270144,23.0377751,23.16875583,22.9455336,23.02958189,22.3673308,22.65333793,22.64860484,22.80124158,22.97333566,22.83171666,22.60350993,22.42778672,22.37250534,22.60566556,22.19300489,23.02206395,22.54807605,22.95084332,23.17092769,22.75757526,21.97722124,22.83581318,22.84424983,23.16508029,22.85304937,22.75279539,22.75758557,22.90721638,22.75878329,22.81101274,22.84940297,22.87338716,22.74919219,23.11609331,23.09372593,22.85666856,23.03268707,22.9614974,22.17663866,22.55089713,23.14374237,22.98717495,22.33715445,22.81178954,22.55579562,23.18639448,22.85868311,22.90504877,22.69457916,23.06882365,22.93359157,22.86240204,22.70660106,23.0166683,23.11244231,22.56988825,22.8587947,22.64222255,23.03300291,23.11569025,23.19346081,23.26366141,23.3936802,23.11334205,23.10307141,22.70722591,22.38982863,22.68402613,23.29988706,22.48005091,22.19247545,22.59968435,22.63796651,22.03431975,23.08073545,22.78872556,23.15843062,22.20620903,23.39658315,22.6094708,23.01985328,22.86470692,22.8072007,22.96991037,22.88244639,23.09304901,22.08292704,23.29717751,22.97524853,23.10660936,23.31666841,23.05465072,22.73761311,23.02911486,23.24445288,23.21853767,22.94785762,23.26829061,22.78460684,22.94472303,22.72340941,23.17225348,22.73955103,23.0422519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG(16:0/18:0/20:3)_CoE,22.32623228,23.32059908,23.03830671,22.93730169,22.92537304,22.65136407,22.77819506,22.81114607,22.78866032,22.80674225,23.31363625,23.10902126,23.02791922,22.97901833,23.50566198,23.29261218,23.57427056,23.0431444,23.39129455,22.87880297,23.02366625,22.74402441,23.02037705,23.3871254,23.24268224,22.8840882,22.44346275,22.6555435,22.94745408,22.40286945,23.0967618,22.75402759,23.11838801,23.38370285,22.93329701,22.38027494,22.99287105,22.91647578,23.38372065,23.07188398,23.00579578,23.01075332,23.12720281,22.98968894,23.30761934,23.01750566,23.26053045,23.01822395,23.21798621,23.41462267,22.96753529,23.16148932,23.32565373,22.48454418,22.66948291,23.21771995,22.98243146,22.29889152,22.66020345,22.44708936,23.20223841,23.1540832,23.08396395,22.84242558,23.16848922,23.22301403,22.96076207,22.73220346,23.11795719,23.58231419,22.8241667,23.18613047,23.08030979,23.22053457,23.61465677,23.38059386,23.42048472,23.75063475,23.36337397,23.09714774,22.64532019,22.66717456,22.76047632,23.53057758,22.35999223,22.25718114,22.38017585,22.66396172,22.01994558,23.33222625,23.02565835,23.05196428,22.54466403,23.51113735,22.75379757,23.16382247,22.84589319,23.07788122,22.96501861,23.31003439,23.14228933,22.82831837,23.60917273,23.10606795,23.42007565,23.61872611,23.19337227,23.16257094,23.09685947,23.43539567,23.49106353,23.09641122,23.40262384,22.83560615,22.9842514,22.68158923,23.14226971,22.53264881,22.89590444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG(16:0/18:1/18:1),23.38796894,24.29984052,24.02662012,23.88687543,23.78721633,23.73194867,23.69490559,23.64013202,23.74054989,23.85241542,24.18686669,24.08385152,23.9566401,23.83428323,24.30789793,24.1420365,24.3016501,23.76110903,24.27725931,23.74415344,23.78642101,23.53979136,23.96074966,24.18165628,24.07254525,23.83478282,23.21816314,23.51948195,23.88996858,23.37524465,23.95783167,23.78003725,23.9582733,24.29736529,23.88189786,23.40175413,23.924201,23.82326923,24.33727593,23.91393162,23.87075742,23.90332986,24.10605959,23.88762507,24.17478365,23.88425193,24.23450675,23.88486892,24.06317097,24.27579496,23.97716178,24.11505064,24.22214915,23.44710207,23.50579877,24.16784405,23.88883861,23.30461193,23.48164094,23.29508627,24.20339019,24.0186806,24.06036979,23.81382758,24.04015467,24.04238986,23.72350998,23.73626726,23.99195912,24.27356148,23.68810515,23.94151207,24.08030979,24.03929483,24.56318562,24.26852568,24.15411468,24.59132686,24.02035078,23.94495426,23.56471427,23.70391322,23.74919183,24.49512874,23.45245025,23.29465584,23.35045574,23.75142456,23.0957661,24.19254581,23.74359966,24.00982762,23.52976294,24.52188005,23.72661796,24.21201964,23.75138834,23.90964908,23.92648898,24.19014933,23.91280748,23.71543535,24.44316278,24.06095991,24.24339759,24.50910162,24.1264852,23.99749052,23.883264,24.43539567,24.40581624,23.78304514,24.33838596,23.92653391,24.01320277,23.59412639,24.15386132,23.63156835,23.77376306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
