LIPIDS,Mock_0hr_M_1_001,Mock_0hr_M_2_087,Mock_0hr_M_3_045,Mock_0hr_M_4_101,Mock_0hr_M_5_109,Mock_3hr_M_1_035,Mock_3hr_M_2_003,Mock_3hr_M_3_074,Mock_3hr_M_4_013,Mock_3hr_M_5_100,Mock_7hr_M_1_018,Mock_7hr_M_2_038,Mock_7hr_M_3_086,Mock_7hr_M_4_119,Mock_7hr_M_5_076,Mock_12hr_M_1_110,Mock_12hr_M_2_002,Mock_12hr_M_3_075,Mock_12hr_M_4_054,Mock_12hr_M_5_090,Mock_18hr_M_1_082,Mock_18hr_M_2_037,Mock_18hr_M_3_043,Mock_18hr_M_4_115,Mock_18hr_M_5_007,Mock_24hr_M_1_069,Mock_24hr_M_2_081,Mock_24hr_M_3_060,Mock_24hr_M_4_004,Mock_24hr_M_5_111,FM_0hr_M_1_099,FM_0hr_M_2_073,FM_0hr_M_3_011,FM_0hr_M_4_027,FM_0hr_M_5_051,FM_3hr_M_1_107,FM_3hr_M_2_044,FM_3hr_M_3_080,FM_3hr_M_4_012,FM_3hr_M_5_049,FM_7hr_M_1_046,FM_7hr_M_2_070,FM_7hr_M_3_010,FM_7hr_M_4_088,FM_7hr_M_5_097,FM_12hr_M_1_031,FM_12hr_M_2_094,FM_12hr_M_3_068,FM_12hr_M_4_117,FM_12hr_M_5_028,FM_18hr_M_1_103,FM_18hr_M_2_093,FM_18hr_M_3_056,FM_18hr_M_4_019,FM_18hr_M_5_084,FM_24hr_M_1_114,FM_24hr_M_2_030,FM_24hr_M_3_091,FM_24hr_M_4_067,FM_24hr_M_5_041,AH1_0hr_M_1_089,AH1_0hr_M_2_039,AH1_0hr_M_3_098,AH1_0hr_M_4_006,AH1_0hr_M_5_014,AH1_3hr_M_1_022,AH1_3hr_M_2_059,AH1_3hr_M_3_083,AH1_3hr_M_4_106,AH1_3hr_M_5_116,AH1_7hr_M_1_020,AH1_7hr_M_2_061,AH1_7hr_M_3_120,AH1_7hr_M_4_047,AH1_7hr_M_5_050,AH1_12hr_M_1_029,AH1_12hr_M_2_036,AH1_12hr_M_3_085,AH1_12hr_M_4_108,AH1_12hr_M_5_066,AH1_18hr_M_1_025,AH1_18hr_M_2_077,AH1_18hr_M_3_113,AH1_18hr_M_4_040,AH1_18hr_M_5_064,AH1_24hr_M_1_017,AH1_24hr_M_2_092,AH1_24hr_M_3_063,AH1_24hr_M_4_112,AH1_24hr_M_5_057,691_0hr_M_1_062,691_0hr_M_2_015,691_0hr_M_3_095,691_0hr_M_4_032,691_0hr_M_5_058,691_3hr_M_1_023,691_3hr_M_2_021,691_3hr_M_3_118,691_3hr_M_4_034,691_3hr_M_5_065,691_7hr_M_1_016,691_7hr_M_2_055,691_7hr_M_3_078,691_7hr_M_4_026,691_7hr_M_5_102,691_12hr_M_1_052,691_12hr_M_2_008,691_12hr_M_3_005,691_12hr_M_4_072,691_12hr_M_5_105,691_18hr_M_1_042,691_18hr_M_2_096,691_18hr_M_3_053,691_18hr_M_4_009,691_18hr_M_5_079,691_24hr_M_1_104,691_24hr_M_2_071,691_24hr_M_3_033,691_24hr_M_4_024,691_24hr_M_5_048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE(18:2/0:0),11.696,10.606,13.752,16.825,13.658,16.967,11.457,12.632,11.926,11.967,11.761,11.209,12.310,11.354,11.175,11.721,10.236,11.510,11.701,12.194,12.981,12.198,12.657,11.929,13.233,16.490,13.748,13.959,12.892,13.824,10.783,12.348,13.436,11.506,12.402,11.656,12.775,12.245,12.071,11.848,16.397,14.203,15.242,14.514,13.057,12.221,11.801,11.540,11.813,11.367,14.209,12.226,16.724,12.615,12.574,12.455,12.190,13.086,12.249,12.738,11.340,10.754,16.448,12.623,13.278,13.986,11.082,13.365,15.267,11.655,10.812,11.081,12.099,13.685,10.873,11.787,11.304,11.262,11.080,12.636,12.335,12.263,12.351,13.238,11.684,13.675,13.067,12.685,12.586,13.883,11.548,12.170,11.045,12.335,11.540,13.401,11.599,12.336,13.873,12.791,12.622,10.790,11.834,10.496,13.727,12.231,10.690,11.691,12.082,11.468,11.447,11.547,12.145,12.917,11.935,12.144,11.603,12.133,12.399,12.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE(18:2/18:2),13.023,12.675,12.848,12.681,13.096,13.514,13.141,12.904,13.664,13.178,13.849,13.929,13.858,13.649,13.610,13.677,13.496,13.903,13.306,14.012,14.195,14.057,14.069,13.858,13.842,14.052,13.940,14.496,13.530,13.760,13.056,13.477,12.979,13.297,12.757,13.548,13.582,13.236,13.124,13.166,13.786,13.743,13.486,13.523,13.485,14.319,14.362,14.430,14.168,14.005,14.263,13.718,13.618,14.068,14.434,14.127,13.943,14.119,14.338,14.316,12.992,13.274,12.655,12.722,12.984,13.001,13.169,13.713,13.980,13.186,13.592,13.699,14.026,13.555,13.906,14.418,14.291,13.808,14.108,14.503,14.499,14.219,14.691,14.360,13.986,14.435,13.988,14.115,14.316,14.464,13.707,13.635,13.243,13.344,13.068,13.673,13.469,13.442,13.479,13.131,14.096,13.833,13.528,13.729,14.717,14.184,13.860,14.378,14.022,13.920,14.234,14.051,14.133,13.684,13.821,14.002,14.339,14.354,14.504,14.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE(20:0/20:4),16.590,15.981,16.981,16.884,15.595,17.272,15.430,15.325,15.747,15.664,15.745,15.707,15.725,15.490,15.950,15.361,15.646,15.926,15.818,15.339,15.967,15.742,15.955,15.881,17.131,16.648,15.779,17.235,16.874,15.600,15.706,17.472,16.785,17.470,15.889,16.016,17.262,15.597,15.654,15.441,15.562,15.840,15.417,15.584,15.830,17.387,17.325,17.318,16.125,16.175,16.913,16.960,15.846,16.496,15.797,16.059,15.579,15.620,16.085,15.688,15.617,16.310,15.658,15.484,15.518,16.888,15.567,17.232,17.515,15.516,15.783,15.737,15.751,15.832,15.887,17.275,15.930,15.608,16.985,17.174,15.960,15.610,17.013,17.172,17.267,15.495,15.770,15.746,15.807,15.708,17.315,17.143,15.850,16.844,16.154,16.973,16.056,15.890,16.943,15.688,17.137,15.938,15.661,16.287,16.937,16.937,15.974,16.017,15.629,15.655,16.053,15.939,15.830,17.281,15.665,15.716,15.884,15.796,16.036,15.896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE(20:1/20:1)_CoE,17.944,18.065,18.094,18.199,17.812,18.029,17.833,17.653,17.983,17.851,18.086,17.952,17.631,17.965,18.082,18.203,18.274,18.212,18.264,18.250,18.117,18.292,18.343,17.961,18.355,18.183,18.321,18.311,18.261,18.286,17.766,18.031,17.840,18.038,17.885,17.994,18.090,17.865,17.841,17.930,17.829,18.025,17.794,18.033,18.130,18.201,17.951,18.173,18.224,18.278,18.321,18.160,18.299,18.160,18.171,18.453,18.187,18.349,18.345,18.519,17.770,17.775,17.973,17.873,17.780,18.001,17.896,18.086,18.163,17.751,18.114,17.990,18.142,17.985,18.144,17.920,18.005,18.138,17.970,18.279,18.244,18.442,18.136,18.126,18.227,18.256,18.525,18.267,18.609,18.390,17.978,18.079,18.047,17.597,18.195,17.941,18.038,18.150,18.179,17.879,18.088,18.035,17.848,18.190,18.272,18.090,18.335,18.315,18.151,18.178,18.466,18.357,18.375,18.106,18.152,18.232,18.334,18.196,18.398,18.479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE(20:1/20:4),16.249,16.409,16.447,15.833,16.274,16.320,16.614,16.131,16.904,16.353,16.163,16.504,16.357,16.458,16.440,16.105,16.554,16.586,16.291,16.442,16.792,16.518,16.813,16.213,16.017,16.419,16.525,16.698,16.277,16.243,16.472,16.913,16.055,16.903,15.967,16.678,16.570,16.592,16.215,16.364,16.386,16.575,15.833,16.450,16.182,16.785,16.815,16.667,16.890,16.660,16.543,16.507,16.009,16.263,16.476,16.451,16.087,16.295,16.706,16.568,16.363,16.334,16.181,16.531,16.591,16.361,16.357,16.550,16.824,16.182,16.352,16.680,16.664,16.390,16.729,16.851,16.434,16.285,16.133,16.553,16.353,16.621,16.434,16.294,16.306,16.237,16.332,16.427,16.328,16.620,16.655,16.584,16.601,16.243,16.592,16.663,16.522,16.711,16.512,16.639,16.647,16.629,16.590,16.326,16.351,16.353,16.585,16.778,16.431,16.527,16.523,16.243,16.575,16.157,16.335,16.315,16.564,16.145,16.786,16.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE(20:4/22:0),16.639,16.938,16.886,16.618,16.396,16.635,16.486,16.405,16.820,16.632,16.819,16.575,16.506,16.542,16.764,16.909,16.983,16.590,16.619,16.665,16.615,16.657,16.709,17.185,16.908,16.413,16.617,16.873,16.797,16.897,16.493,16.886,16.914,16.792,17.121,16.873,16.882,16.528,16.995,16.825,16.392,16.739,16.606,16.623,17.026,16.972,16.779,16.902,16.879,17.215,16.845,16.729,16.915,16.843,16.738,17.185,16.766,16.959,16.725,16.767,16.566,16.387,16.952,16.432,16.508,17.044,16.512,16.955,17.084,16.717,17.014,16.512,16.732,16.802,16.842,16.572,16.971,17.033,16.764,17.034,16.778,16.733,16.457,16.702,16.835,16.702,16.597,16.651,17.260,16.633,16.934,16.932,16.944,16.893,17.180,16.684,17.243,17.245,16.812,16.586,16.859,16.812,16.652,16.680,16.500,16.937,17.279,16.921,16.997,16.720,16.907,17.130,16.931,17.070,16.834,16.629,16.658,17.054,16.987,16.806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE(20:4/22:1),16.017,16.119,16.173,15.645,15.689,15.785,15.706,15.697,16.302,15.815,16.100,15.920,15.889,15.767,16.449,15.746,16.171,16.052,16.255,15.693,16.068,15.844,16.139,16.206,16.360,15.854,15.997,16.301,16.010,16.211,16.053,16.284,15.785,16.242,16.079,16.092,15.708,16.024,15.922,15.958,15.737,16.046,15.898,15.965,16.376,16.385,16.366,16.424,16.566,16.688,15.970,16.049,16.192,16.155,16.251,16.410,15.960,15.994,16.307,15.948,15.761,16.001,16.175,15.766,15.778,16.109,16.032,16.087,16.243,15.752,16.243,15.897,15.993,15.976,16.201,16.590,16.118,16.060,16.562,16.127,16.063,15.990,16.327,16.084,16.209,15.837,16.149,16.077,16.243,15.862,16.151,16.147,16.106,16.325,16.477,15.960,16.359,16.330,15.944,15.971,16.035,16.152,16.037,16.498,15.969,15.966,16.719,16.350,16.241,16.045,16.426,16.358,16.096,16.116,16.025,16.289,16.187,16.142,16.280,16.130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE(20:5/0:0),11.294,10.383,11.606,14.311,11.198,13.739,10.636,11.871,10.413,11.413,11.543,11.331,11.608,10.102,10.794,10.666,10.690,10.491,11.955,11.652,12.025,10.782,11.465,12.108,12.554,13.159,12.159,11.485,11.850,12.757,10.964,11.753,12.892,9.765,13.104,11.093,11.717,11.788,12.359,12.291,13.085,11.351,12.443,11.838,11.382,NaN,11.108,10.138,10.773,10.813,12.515,11.483,13.920,11.720,12.033,13.044,11.798,12.410,11.794,11.250,10.878,11.104,14.251,11.457,11.903,11.466,10.444,12.665,13.172,11.136,11.472,10.377,11.243,11.132,10.842,10.722,NaN,10.719,11.660,10.870,11.978,11.422,11.626,12.208,12.118,12.144,11.372,11.320,12.035,12.365,11.534,11.455,10.947,13.179,12.841,12.012,12.024,10.947,13.679,12.479,12.556,10.471,11.515,11.361,12.681,11.767,11.435,10.849,12.054,10.722,12.032,11.590,11.913,13.171,12.165,12.316,10.801,12.433,9.988,11.718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE(22:0/0:0),13.309,13.361,13.125,12.919,13.272,14.247,13.420,13.179,13.313,13.637,12.224,12.919,13.178,13.314,13.132,12.940,12.903,13.485,13.369,13.252,13.476,14.165,13.425,13.009,13.699,14.110,13.990,14.085,12.959,12.962,13.940,14.647,14.325,14.037,13.654,13.157,13.820,13.532,13.093,13.209,13.709,13.068,13.193,13.065,13.096,14.339,13.443,13.394,13.676,13.962,13.897,13.850,14.021,13.722,13.897,13.321,13.781,13.705,13.928,14.147,13.947,13.971,14.164,13.647,13.556,12.956,13.238,13.730,14.137,13.154,12.895,13.058,13.846,13.170,13.940,13.333,13.393,13.249,13.263,14.323,13.941,14.204,13.501,14.390,13.703,14.359,13.511,14.200,13.500,14.099,14.567,14.563,14.273,13.888,14.121,14.356,13.376,13.870,14.381,13.446,14.043,13.710,13.453,13.142,13.732,14.286,13.696,13.612,14.041,13.826,13.426,13.766,14.344,13.922,13.752,13.123,13.794,13.910,13.743,13.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE(22:1/0:0),10.892,10.130,11.886,12.862,11.965,13.380,9.652,10.762,10.789,10.717,10.198,10.212,10.652,10.655,10.540,10.529,9.550,10.319,10.039,11.287,11.256,11.685,11.255,10.521,11.572,14.127,11.932,12.898,10.828,11.944,11.290,12.952,12.537,10.983,11.601,10.575,12.811,10.814,10.675,10.740,12.144,11.642,11.904,12.122,10.864,13.259,11.076,11.671,10.791,11.098,13.405,12.950,12.808,11.317,11.327,11.097,11.417,11.254,11.559,11.330,11.309,11.093,12.891,11.952,12.190,11.108,10.276,13.345,13.145,10.588,9.919,10.299,12.026,11.299,11.074,11.155,10.732,10.866,10.925,13.291,11.002,11.558,11.147,13.390,10.889,13.083,11.801,11.547,11.439,13.152,13.144,12.709,11.475,12.151,11.363,12.859,11.362,11.479,13.607,11.634,12.218,10.602,11.438,10.786,13.441,13.665,11.531,11.514,11.520,11.368,11.021,11.450,11.545,12.345,11.037,11.494,11.147,11.170,11.110,11.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE(22:4/0:0),13.709,12.513,13.352,14.976,14.086,14.392,13.161,14.026,13.631,13.950,13.249,13.352,13.140,12.502,12.880,12.613,11.908,12.961,13.605,13.763,14.002,12.491,13.777,13.181,14.231,13.861,13.506,13.588,13.336,14.342,12.745,14.367,15.395,14.131,15.358,13.488,14.313,13.557,14.482,14.161,14.688,13.189,14.388,13.472,12.984,12.784,12.964,12.842,12.697,12.531,13.808,13.401,13.907,13.410,13.435,13.945,13.425,14.226,13.346,13.032,13.160,13.351,15.226,14.691,14.768,12.714,12.721,15.155,15.563,13.515,13.132,12.330,12.860,12.396,12.579,13.066,12.302,12.736,13.431,13.742,13.651,13.083,13.517,14.288,13.302,13.658,12.944,12.966,14.084,14.300,13.485,13.834,13.570,15.660,14.834,13.967,13.875,13.698,15.214,14.097,14.437,12.451,13.918,12.843,14.331,13.442,13.024,12.793,13.816,12.495,13.108,12.931,13.083,14.399,13.634,13.799,12.821,14.011,13.060,13.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE(24:0/18:1),17.923,18.345,18.556,18.819,18.329,18.192,18.495,17.699,18.317,18.222,17.921,18.132,18.095,18.365,18.224,18.375,18.344,18.641,18.309,18.334,18.601,19.000,18.580,18.297,18.970,18.503,18.921,18.781,18.476,17.911,18.180,18.285,18.003,18.340,17.667,18.510,18.336,18.452,17.987,18.125,18.478,18.547,18.455,18.540,18.421,18.725,18.187,18.400,18.692,18.647,18.358,18.343,18.501,18.584,18.643,18.454,18.046,18.192,19.010,19.110,18.415,17.789,18.535,18.149,18.000,18.338,18.487,18.280,18.580,18.238,17.893,18.129,18.518,18.276,18.694,17.826,18.658,18.223,17.970,18.826,18.768,18.995,18.492,18.656,18.372,18.608,18.506,18.893,18.719,18.739,18.108,18.465,18.545,17.449,18.305,18.017,18.279,18.675,18.553,18.176,17.971,18.434,17.986,17.943,18.113,18.517,18.609,18.580,18.381,18.640,18.689,18.487,18.791,18.765,18.415,18.338,18.684,18.470,18.955,18.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE(O-16:0/20:1)_CoE,18.165,18.306,18.460,18.107,18.076,18.324,18.138,18.050,18.446,18.067,18.135,18.042,18.009,17.964,18.466,17.860,17.907,17.974,18.187,17.942,18.148,18.052,18.131,17.974,17.834,17.889,18.072,18.415,17.884,17.966,18.057,18.404,18.052,18.409,18.166,18.367,18.288,18.080,18.030,18.210,18.033,18.259,18.056,18.060,18.260,18.286,18.256,18.356,18.393,18.351,17.843,17.934,18.136,18.022,18.045,18.214,17.862,17.873,18.047,17.994,18.061,18.281,18.337,17.976,18.086,18.835,18.045,18.153,18.597,18.099,18.224,17.843,18.114,18.344,18.284,18.387,18.182,18.083,18.190,18.355,18.233,18.085,18.047,17.971,18.161,17.935,18.098,18.039,18.195,18.182,18.383,18.372,18.428,18.286,18.424,18.181,18.692,18.320,18.057,18.156,18.195,18.134,17.986,18.295,18.065,17.920,18.352,18.275,18.248,18.052,18.336,18.245,18.162,17.775,17.874,18.051,18.015,18.124,18.189,18.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE(O-18:0/12:0),12.444,12.582,12.578,12.353,12.091,12.475,11.775,12.354,11.801,11.793,12.502,11.703,11.961,11.975,12.425,12.134,12.486,12.191,12.360,12.140,11.728,12.280,11.997,12.171,12.403,12.573,12.251,13.019,12.236,12.954,11.944,12.210,12.058,11.638,12.202,11.854,12.314,11.741,12.055,12.018,12.348,11.902,12.528,11.590,12.506,12.188,11.959,12.018,12.012,12.522,12.470,12.112,12.472,12.506,12.156,12.362,12.655,13.047,12.435,12.352,12.366,12.448,13.071,12.189,12.261,12.156,11.758,12.186,12.629,12.542,12.014,11.889,12.497,12.465,12.275,11.801,11.919,12.265,12.414,12.539,12.821,12.514,12.784,12.752,12.791,12.301,12.479,11.965,12.423,12.429,12.481,12.245,12.064,12.673,12.606,12.551,12.623,11.942,12.053,11.968,12.403,11.944,11.782,12.489,12.688,12.606,12.788,12.542,12.988,12.517,12.548,12.485,12.126,12.495,12.633,12.559,12.198,12.562,12.383,12.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE(O-18:0/14:0),16.765,16.700,16.932,16.630,16.396,16.614,16.238,16.544,16.403,16.285,16.569,16.228,16.198,16.204,16.661,16.555,16.284,16.007,16.414,16.243,16.229,16.057,16.225,16.491,16.349,16.306,16.248,16.873,16.399,16.230,16.576,16.888,16.172,16.775,16.736,16.646,16.556,16.108,16.553,16.591,16.321,16.228,16.649,16.231,16.782,16.601,16.499,16.359,16.443,16.562,16.083,16.243,16.376,16.652,16.106,16.743,16.358,16.586,16.285,16.317,16.379,17.002,16.730,16.230,16.686,16.825,16.116,16.762,17.095,16.534,16.330,16.133,16.495,16.646,16.215,16.328,16.317,16.736,16.483,16.733,16.363,16.257,16.873,16.198,16.508,16.218,16.243,16.021,16.644,16.390,17.052,16.887,16.654,17.243,16.852,16.928,17.009,16.425,16.576,16.080,16.515,16.473,16.054,16.645,16.154,16.243,16.757,16.293,16.576,16.290,16.643,16.540,16.037,16.398,16.470,16.523,16.094,16.590,16.237,16.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE(O-18:0/16:0)_A,17.746,17.633,18.059,17.520,17.705,17.708,17.188,17.057,17.512,17.186,17.216,17.352,17.018,17.075,17.620,17.249,17.162,17.258,17.244,17.303,17.533,17.192,17.573,17.334,17.089,17.509,17.408,17.919,17.644,17.120,17.458,17.832,17.052,17.703,17.787,17.614,17.574,17.101,17.348,17.124,17.243,17.310,17.527,17.172,17.737,17.655,17.582,17.530,17.591,17.382,17.137,16.945,17.459,17.518,17.393,17.832,17.238,17.455,17.504,17.268,17.528,17.833,17.780,17.581,17.739,17.735,17.148,17.335,17.990,17.322,17.121,17.245,17.122,17.392,17.206,17.667,17.063,17.119,17.311,17.353,17.156,17.432,17.396,17.274,17.595,17.124,17.222,17.333,17.342,17.535,17.902,18.150,17.791,17.730,18.083,17.625,17.644,17.342,17.135,17.212,17.406,17.226,17.166,17.500,16.685,17.054,17.742,17.300,17.485,17.302,17.739,17.409,17.193,17.086,17.224,17.115,17.312,17.501,17.747,17.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE(O-18:0/16:0)_B,14.896,15.414,16.166,15.274,15.887,15.035,14.887,14.506,15.262,14.884,13.793,14.497,14.378,14.770,14.979,14.176,14.601,15.018,14.821,14.947,14.838,15.364,15.226,14.656,15.184,15.013,15.421,15.703,14.739,13.065,15.769,16.143,14.158,16.190,15.025,15.251,14.993,15.010,14.556,14.499,15.017,15.062,14.775,14.594,15.166,15.294,15.304,15.423,15.410,15.386,14.454,14.602,15.194,15.211,15.292,15.992,15.135,14.662,15.895,15.835,15.434,15.624,15.877,15.405,15.284,15.371,14.819,14.829,15.542,14.461,14.296,14.241,14.465,14.653,15.139,15.449,15.294,14.603,14.914,15.327,15.546,15.704,15.970,15.111,15.488,15.140,15.338,15.795,15.665,16.042,15.599,15.962,15.864,15.169,15.992,14.987,15.391,15.166,14.795,14.932,14.361,15.136,14.676,15.011,13.425,14.437,15.084,15.378,15.338,15.298,15.485,15.249,15.433,14.947,15.022,15.389,15.697,14.974,16.016,15.967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE(O-18:0/16:0)_C,17.297,17.893,16.828,16.736,16.620,17.658,17.914,17.776,17.451,17.744,17.385,17.001,16.835,16.880,16.560,17.068,17.359,17.232,16.473,17.194,16.725,17.105,16.300,16.274,16.101,16.226,16.502,16.820,16.769,17.113,16.393,16.551,16.412,16.167,16.072,18.000,17.991,17.220,17.208,17.571,16.251,16.071,16.395,16.018,16.038,17.098,16.039,15.872,15.854,15.988,16.107,16.329,15.179,15.725,15.578,16.344,16.691,16.321,16.141,16.681,16.944,16.414,16.218,16.407,16.211,17.279,17.909,17.768,16.879,18.399,17.678,17.607,17.727,17.316,16.759,16.282,16.630,17.055,16.437,16.775,16.488,16.797,15.466,16.388,15.456,17.179,17.598,17.298,17.254,16.781,16.466,16.168,16.026,14.990,15.678,17.730,17.335,17.631,17.705,17.689,16.549,16.099,16.290,16.243,16.441,16.787,15.920,15.891,15.498,16.078,15.417,15.494,15.647,15.347,15.377,16.621,16.624,16.362,16.725,16.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE(O-18:0/16:1),16.896,16.278,17.165,16.511,16.502,16.979,16.577,16.850,16.924,16.506,17.136,16.529,16.588,16.436,17.192,16.867,16.823,16.496,16.680,16.920,16.876,16.445,16.708,16.982,16.456,16.827,16.461,17.355,16.787,17.128,16.545,17.136,16.669,16.729,16.994,16.837,16.932,16.318,16.714,17.150,16.645,16.865,16.795,16.651,16.594,17.111,17.032,16.878,16.792,17.004,16.744,16.754,16.910,16.923,16.489,16.889,15.942,16.703,16.610,16.220,16.527,17.005,16.813,16.466,16.986,16.930,16.537,17.164,17.314,16.956,16.383,16.490,17.126,16.206,16.750,17.037,16.664,16.993,17.010,17.055,16.802,16.606,16.360,16.884,16.839,16.683,16.985,16.537,17.089,16.951,16.629,17.238,17.038,17.323,17.113,17.195,17.310,16.442,16.466,16.756,17.008,16.838,16.490,16.511,16.935,16.898,16.157,16.937,17.127,16.730,16.899,16.930,16.473,16.308,16.825,16.415,16.670,16.930,16.785,16.516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
